,region,price,type,sqfeet,beds,baths,cats_allowed,dogs_allowed,smoking_allowed,wheelchair_access,electric_vehicle_charge,comes_furnished,laundry_options,parking_options,lat,long,state,target
3241,250,1085,0,650,1,1.0,0,0,1,0,0,0,2,0,31.8849,-102.34,43,1
3242,293,1795,0,1183,2,2.0,1,1,1,0,0,0,5,1,38.7438,-121.309,4,0
3243,338,909,0,1086,2,2.0,1,1,1,0,0,0,4,0,28.1536,-80.6708,9,1
3244,100,1595,6,1210,3,1.5,0,0,1,0,0,0,4,1,44.0907,-123.089,37,0
3245,278,1100,6,1400,4,1.5,0,0,1,0,0,0,4,5,38.2968,-104.586,5,1
3246,153,1000,0,1512,3,2.0,1,1,1,0,0,0,0,0,40.0722,-86.0905,15,1
3247,72,1195,0,1005,2,1.5,1,1,1,0,0,0,2,0,32.9347,-96.7597,43,1
3248,172,869,0,700,1,1.0,1,1,1,0,0,0,2,5,35.921,-84.031,42,1
3249,2,700,0,1250,2,1.0,0,0,1,0,0,0,1,3,41.0676,-81.5078,35,1
3250,215,1409,0,734,1,1.0,1,1,0,1,0,0,5,1,43.0221,-88.1153,48,0
3251,188,1459,0,1100,2,1.5,1,1,1,0,0,0,5,5,40.5695,-75.519,38,0
3252,128,1232,0,1020,2,1.0,1,1,1,0,0,0,5,3,42.8844,-85.7053,22,0
3253,32,1025,11,1400,4,1.5,1,1,1,0,0,0,0,0,40.5498,-89.3474,14,1
3254,185,1600,0,1250,3,2.0,0,0,0,0,0,1,5,1,36.1918,-115.26,33,0
3255,324,2455,0,1293,2,2.0,1,1,0,1,0,1,5,0,39.9272,-75.0377,31,0
3256,262,893,0,763,2,2.0,1,1,1,0,0,0,2,2,33.7086,-116.243,4,1
3257,74,818,0,935,3,1.5,0,0,1,0,0,0,2,5,39.7858,-84.0193,35,1
3258,196,1700,0,750,1,1.0,1,1,1,0,0,0,1,5,34.2086,-118.452,4,0
3259,82,699,0,700,1,1.0,1,0,1,0,0,0,2,5,42.6369,-83.3168,22,1
3260,139,2400,6,936,3,1.0,0,0,1,0,0,0,2,2,21.3099,-157.851,11,0
3261,372,600,6,1400,3,2.0,0,0,1,0,0,0,4,5,30.8507,-83.2794,10,1
3262,126,1050,4,1100,2,1.0,1,1,0,0,0,0,2,1,47.9259,-97.0809,28,1
3263,321,2075,6,990,3,1.0,1,0,1,0,0,0,1,6,42.4052,-71.0615,19,0
3264,165,870,0,876,1,1.0,1,0,0,0,0,0,5,6,39.0795,-94.5736,16,1
3265,311,2100,0,1100,2,1.0,1,1,0,0,0,0,1,5,47.6971,-122.371,47,0
3266,293,1295,0,655,1,1.0,1,1,0,0,0,0,5,2,38.6265,-121.509,4,0
3267,238,1700,0,1000,2,1.0,0,0,0,0,0,0,3,4,40.6672,-74.1155,31,0
3268,189,660,4,600,2,1.0,1,1,0,0,0,0,3,5,46.4156,-117.057,13,1
3269,112,1500,2,1100,2,2.0,0,0,1,0,0,0,5,3,40.4121,-105.012,5,0
3270,400,990,0,750,2,1.0,1,0,1,0,0,0,2,2,39.1482,-121.641,4,1
3271,230,1139,0,771,2,1.0,0,0,1,0,0,0,1,5,42.9496,-72.3252,30,1
3272,20,975,0,1500,3,3.0,0,0,1,0,0,0,0,0,39.2876,-76.5568,20,1
3273,395,1200,0,600,1,1.0,1,1,1,1,0,1,5,1,42.2475,-71.8188,19,1
3274,18,985,0,624,1,0.0,1,1,1,0,0,0,5,0,30.4845,-97.6591,43,1
3275,307,1450,0,1230,2,2.0,1,1,1,0,0,0,5,5,27.0498,-82.1588,9,0
3276,229,1050,0,766,1,1.0,1,1,1,1,0,0,5,5,35.87,-86.465,42,1
3277,85,1600,4,1700,5,2.0,0,1,0,0,0,0,4,0,46.801,-92.0874,23,0
3278,253,950,6,970,2,1.0,1,1,1,0,0,0,0,1,35.501,-97.5886,36,1
3279,148,1150,6,850,1,1.0,1,1,1,0,0,0,5,0,41.3244,-74.1816,34,1
3280,33,950,2,1861,5,2.5,1,1,1,0,0,0,0,0,43.7349,-116.803,13,1
3281,235,1100,0,900,1,1.0,1,1,1,0,0,0,5,6,36.8636,-76.2942,45,1
3282,273,899,0,960,2,1.0,1,1,0,0,0,0,4,5,42.8529,-82.4768,22,1
3283,377,755,0,744,1,1.0,1,1,0,0,0,0,4,5,31.5169,-97.2062,43,1
3284,347,683,0,920,2,1.0,0,0,0,0,0,0,2,5,40.7792,-77.768,38,1
3285,387,850,0,300,0,1.0,1,0,1,0,0,0,1,5,42.1327,-72.626,19,1
3286,208,650,0,900,2,0.0,0,1,1,0,0,0,5,2,26.1323,-98.1994,43,1
3287,89,1300,0,1326,3,2.0,1,1,0,0,0,0,4,5,41.5214,-72.087,6,0
3288,289,700,0,400,0,1.0,0,0,0,0,0,0,1,6,44.0228,-92.4838,23,1
3289,133,950,6,1900,2,2.0,0,0,1,0,0,0,4,5,30.4051,-88.9032,25,1
3290,346,630,0,690,1,1.0,1,1,1,0,0,0,2,5,38.4882,-90.3508,14,1
3291,342,865,0,505,1,1.0,1,1,1,0,0,0,5,1,45.5676,-94.2462,23,1
3292,359,649,0,647,1,1.0,1,1,0,0,0,0,5,2,41.7044,-83.6581,35,1
3293,216,1545,0,1100,2,2.0,1,1,1,0,0,0,1,3,44.8153,-93.2132,23,0
3294,193,1750,6,2200,3,2.0,1,1,0,0,0,0,5,5,34.7348,-92.2776,2,0
3295,192,925,6,850,3,2.0,0,0,0,0,0,0,1,5,40.8164,-96.7505,29,1
3296,158,2000,0,942,2,2.0,0,0,0,0,0,1,5,1,30.3299,-81.6517,9,0
3297,95,1000,6,1300,3,1.0,0,0,0,0,0,0,5,3,45.0986,-91.485,48,1
3298,274,1161,0,682,1,1.0,1,1,0,0,0,0,5,0,45.5316,-122.662,37,1
3299,364,659,0,1005,2,2.0,1,1,0,0,0,0,2,0,36.0935,-95.9196,36,1
3300,364,820,0,925,2,2.0,1,1,1,0,0,0,5,5,36.2802,-95.8628,36,1
3301,274,1375,0,893,2,2.0,1,1,0,0,0,0,5,0,45.3095,-122.751,37,0
3302,122,1770,0,1247,2,2.0,1,1,1,0,0,0,5,0,29.6245,-82.3927,9,0
3303,392,1279,6,1844,3,2.0,1,1,1,0,0,0,4,1,34.3023,-77.8375,27,0
3304,323,1400,0,975,2,2.0,0,0,1,0,0,0,0,0,25.8547,-80.1272,9,0
3305,364,1200,6,1368,2,1.0,0,0,0,0,0,0,4,1,36.1129,-95.984,36,1
3306,80,1435,0,670,1,1.0,1,1,1,1,0,0,5,1,39.5328,-104.874,5,0
3307,105,1050,4,1400,2,1.5,0,0,0,0,0,1,5,5,36.4539,-94.118,2,1
3308,12,1460,0,703,1,1.0,0,0,1,0,0,0,0,0,35.5667,-82.5356,27,0
3309,357,1250,4,834,1,1.0,0,1,0,0,0,0,5,5,33.8095,-96.6906,36,0
3310,397,1090,0,780,2,1.0,1,1,0,0,0,0,2,5,47.0109,-120.54,47,1
3311,299,1300,0,1200,2,2.0,1,1,1,0,0,0,5,0,29.6018,-98.5994,43,0
3312,59,1395,0,850,1,1.0,1,1,0,0,0,1,1,3,39.1253,-84.4306,35,0
3313,72,1050,0,735,1,1.0,1,1,0,0,1,0,4,1,32.9149,-96.6365,43,1
3314,149,900,0,500,1,1.0,0,0,0,0,0,0,2,2,40.8693,-124.089,4,1
3315,391,885,0,1152,2,1.5,1,1,1,0,0,0,5,0,41.2372,-77.0844,38,1
3316,253,835,0,925,2,2.0,1,1,1,0,0,0,4,2,35.5947,-97.5528,36,1
3317,33,1095,0,544,1,1.0,1,1,0,0,0,0,1,4,43.617,-116.205,13,1
3318,352,925,0,1059,3,1.0,0,0,1,0,0,0,0,0,43.0463,-76.1816,34,1
3319,346,795,0,780,2,1.0,1,1,1,0,0,0,1,5,38.5135,-90.4675,14,1
3320,286,1695,0,1456,3,2.0,1,1,1,0,0,0,4,6,41.696,-71.5179,39,0
3321,21,585,0,700,1,1.0,0,0,1,0,0,0,0,5,30.4191,-91.1882,18,1
3322,5,600,0,1005,2,1.0,0,1,0,0,0,0,5,5,40.2886,-78.9075,38,1
3323,132,850,0,900,0,1.0,0,0,1,0,0,0,5,1,34.6828,-82.9362,40,1
3324,19,1020,0,849,2,1.0,1,1,1,0,0,0,2,2,35.3834,-118.926,4,1
3325,40,825,0,1200,3,2.0,0,0,1,0,0,0,2,5,26.2058,-97.6738,43,1
3326,66,465,0,600,1,1.0,1,0,0,0,0,0,2,5,38.9556,-92.3214,24,1
3327,287,1299,10,1568,3,2.0,1,1,1,0,0,0,5,5,37.2164,-77.2562,45,0
3328,266,525,0,575,1,1.0,1,1,0,0,0,0,1,5,40.6994,-89.6017,14,1
3329,352,865,0,850,2,1.0,1,0,1,0,0,0,1,5,43.3228,-76.3999,34,1
3330,19,795,0,500,0,1.0,1,1,1,0,0,0,2,2,35.3262,-119.074,4,1
3331,270,1150,0,700,1,1.0,1,1,0,0,0,0,1,1,40.4537,-79.9352,38,1
3332,268,950,10,720,2,2.0,0,0,0,0,0,0,4,2,34.5239,-111.782,3,1
3333,257,1746,0,600,1,1.0,1,1,0,0,0,0,2,2,33.5184,-117.686,4,0
3334,192,625,6,688,1,1.0,1,1,1,0,0,0,4,3,40.2705,-96.7435,29,1
3335,112,1916,0,1374,2,2.5,1,1,0,0,1,0,5,5,40.5207,-104.979,5,0
3336,201,1960,5,1100,4,1.0,1,1,1,0,0,0,1,6,43.0806,-89.3812,48,0
3337,120,1595,2,1161,2,2.0,0,0,0,0,0,1,5,2,26.439,-81.7909,9,0
3338,271,900,6,1404,3,2.0,1,1,1,1,0,1,5,1,43.9416,-73.4369,34,1
3339,234,2300,0,720,3,1.0,0,0,0,0,0,0,1,6,40.693,-73.9907,34,0
3340,182,899,0,860,1,1.0,1,1,1,0,0,0,5,3,42.6222,-83.9342,22,1
3341,307,2200,6,1300,3,2.0,0,0,1,0,0,0,4,1,27.0785,-82.3891,9,0
3342,359,600,0,660,1,1.0,1,1,1,0,0,0,1,5,41.7204,-83.6246,35,1
3343,387,1125,0,900,2,1.0,0,0,0,0,0,0,2,5,42.6427,-72.5881,19,1
3344,302,950,10,790,3,1.0,1,1,1,0,0,0,4,5,29.969,-97.5558,43,1
3345,163,700,6,1000,2,1.0,0,0,1,0,0,0,4,5,42.3029,-85.5299,22,1
3346,201,1395,5,1010,3,1.0,1,1,1,0,0,0,0,0,43.0785,-89.3818,48,0
3347,137,1200,0,900,3,1.0,0,0,0,0,0,1,5,5,41.7837,-72.7008,6,1
3348,310,650,0,500,0,1.0,0,0,0,0,0,0,3,5,41.5851,-75.478,38,1
3349,282,655,0,670,2,1.0,0,0,1,0,0,0,1,5,44.088,-103.22,41,1
3350,80,895,0,600,1,1.0,1,0,1,0,0,0,2,5,39.7433,-104.824,5,1
3351,69,799,0,703,1,1.0,1,1,1,0,0,0,2,2,27.7088,-97.4097,43,1
3352,308,994,0,817,1,1.0,1,1,1,0,0,0,4,5,31.9867,-81.2243,10,1
3353,117,1400,6,1000,3,1.0,0,0,0,0,0,0,5,5,39.8297,-77.2289,20,0
3354,42,850,0,1000,2,1.0,0,0,0,0,0,0,3,5,42.8712,-78.8013,34,1
3355,360,635,0,682,1,1.0,1,1,1,1,0,0,5,5,39.004,-95.7195,16,1
3356,57,1100,0,817,2,1.0,0,0,1,1,0,0,2,5,39.7357,-121.861,4,1
3357,24,1150,6,667,2,1.0,0,0,0,0,0,0,4,0,48.9878,-122.748,47,1
3358,317,696,0,972,2,2.0,1,1,0,0,0,0,0,0,43.5051,-96.7793,41,1
3359,383,975,0,1500,2,2.0,0,0,0,0,0,0,4,5,40.1343,-80.6351,49,1
3360,70,950,0,950,2,1.0,1,1,0,1,0,0,4,0,44.6268,-123.083,37,1
3361,15,499,6,7500,6,7.0,0,0,0,0,0,1,5,1,33.842,-84.4127,10,1
3362,24,1200,2,524,1,1.0,1,1,1,1,0,1,5,1,48.7201,-122.506,47,1
3363,238,1699,0,750,1,1.0,0,0,1,0,0,0,1,5,40.7701,-74.2443,31,0
3364,286,2200,4,2000,2,2.0,1,1,0,0,0,0,5,5,41.5521,-71.2438,39,0
3365,359,620,0,900,2,1.0,1,0,1,0,0,0,1,0,41.6007,-83.5712,35,1
3366,21,495,0,852,1,1.0,1,0,1,0,0,0,2,5,30.3912,-91.1817,18,1
3367,120,1818,0,1067,2,2.0,1,1,0,0,0,0,5,5,26.2748,-81.691,9,0
3368,82,1200,2,1000,3,2.0,1,1,1,0,0,0,0,0,42.3376,-83.1303,22,1
3369,165,1198,0,707,1,1.0,1,1,0,1,0,0,5,0,38.9091,-94.4483,16,1
3370,61,775,4,1028,2,1.0,0,0,1,0,0,0,4,5,41.4622,-81.7571,35,1
3371,267,2640,0,860,2,2.0,1,1,0,0,0,0,5,6,39.9557,-75.1733,38,0
3372,363,900,0,943,2,2.0,1,1,1,0,0,0,2,5,32.2179,-110.81,3,1
3373,281,650,0,500,1,1.0,0,0,0,0,0,1,1,5,35.8542,-79.0263,27,1
3374,128,999,0,900,2,1.0,1,1,0,0,0,0,1,5,43.6905,-85.4997,22,1
3375,400,1695,6,988,3,1.0,0,0,0,0,0,0,4,1,39.0809,-121.547,4,0
3376,255,895,0,718,1,1.0,0,0,1,1,0,0,5,1,41.2587,-95.9435,12,1
3377,119,1295,0,800,2,1.0,0,0,0,0,0,0,1,2,37.3794,-119.671,4,0
3378,119,1800,6,1660,3,2.0,1,1,1,0,0,0,4,3,36.7764,-119.81,4,0
3379,216,2195,6,2000,4,2.0,1,1,0,0,0,0,5,1,44.8756,-93.3966,23,0
3380,9,805,0,940,2,1.0,1,1,1,0,0,0,1,5,41.8727,-84.0365,22,1
3381,323,1600,2,1090,3,2.0,1,1,1,0,0,0,5,0,25.7574,-80.403,9,0
3382,10,1300,2,960,2,1.0,0,0,0,0,0,0,5,5,38.9456,-76.1997,20,0
3383,190,800,0,1000,2,2.0,1,1,0,0,0,0,5,2,37.9729,-84.5107,17,1
3384,18,1434,0,1143,2,2.0,1,1,1,0,0,0,5,5,30.5229,-97.7745,43,0
3385,268,750,5,648,1,1.0,0,0,0,0,0,0,5,2,33.4812,-112.1,3,1
3386,235,1050,0,895,2,1.0,1,1,0,0,0,0,4,6,37.3122,-76.758,45,1
3387,372,650,11,800,2,1.0,1,1,1,0,0,0,4,5,30.84,-83.2817,10,1
3388,103,1030,0,1300,3,2.0,1,1,1,0,0,0,5,3,46.8534,-96.7219,23,1
3389,232,1065,0,1022,2,2.0,1,1,1,0,0,0,5,5,29.9929,-90.1718,18,1
3390,174,1350,4,2400,4,3.0,1,1,1,0,0,0,4,1,43.9063,-91.0893,48,0
3391,51,1638,0,1104,2,2.0,1,1,1,0,0,0,5,0,32.7844,-79.8642,40,0
3392,9,949,0,936,2,1.5,1,1,1,0,0,0,1,5,42.2424,-83.6751,22,1
3393,59,830,0,883,2,1.0,1,1,1,0,0,0,1,5,39.1399,-84.5289,35,1
3394,290,800,6,1420,3,2.0,0,0,1,0,0,0,5,0,42.3545,-89.0397,14,1
3395,181,1025,0,900,1,1.0,0,0,1,0,0,0,0,0,40.0294,-76.3364,38,1
3396,324,1125,0,900,1,1.0,1,0,1,0,0,0,5,5,39.8204,-75.1852,31,1
3397,4,750,0,540,1,1.0,0,0,0,0,0,0,2,2,35.0882,-106.569,32,1
3398,100,1675,0,1271,2,2.0,1,1,0,0,0,0,5,2,44.0448,-123.151,37,0
3399,21,1150,2,1364,3,2.0,1,1,0,1,0,0,4,2,30.4077,-91.0601,18,1
3400,289,1117,0,988,2,1.0,1,1,0,0,0,0,5,3,44.0658,-92.4793,23,1
3401,257,2650,6,560,1,1.0,1,1,0,0,0,0,5,3,33.6583,-117.999,4,0
3402,172,1100,10,1344,3,2.0,1,1,1,0,0,0,4,5,35.9207,-83.6703,42,1
3403,255,640,0,700,1,1.0,1,1,1,0,0,0,1,3,41.2692,-95.902,12,1
3404,158,500,6,750,2,1.0,0,0,1,0,0,0,5,1,30.3669,-81.6979,9,1
3405,364,815,0,925,2,2.0,1,1,1,0,0,0,5,5,36.2805,-95.8644,36,1
3406,9,839,0,650,1,1.0,1,1,0,0,0,0,1,5,42.2566,-83.659,22,1
3407,137,1000,0,850,2,1.0,1,0,1,0,0,0,1,5,41.8516,-72.4736,6,1
3408,154,1315,0,980,2,2.0,1,1,1,0,0,0,2,2,34.4854,-117.326,4,0
3409,293,1150,0,724,2,1.0,1,1,1,1,0,0,2,0,38.6612,-121.376,4,1
3410,139,2000,4,836,2,1.0,0,0,0,0,0,0,2,5,21.2757,-157.805,11,0
3411,393,500,6,1340,3,1.0,1,1,1,0,0,0,5,1,40.1696,-85.0044,45,1
3412,137,1160,0,850,1,2.0,1,1,0,0,0,0,5,5,41.7654,-72.6957,6,1
3413,18,1374,0,1111,2,2.0,1,1,1,0,0,0,5,5,30.2278,-97.7284,43,0
3414,128,900,0,620,1,1.0,1,0,1,0,0,0,3,6,42.9743,-85.6672,22,1
3415,293,1000,0,604,1,1.0,0,0,0,0,0,0,2,2,38.5834,-121.318,4,1
3416,265,850,0,913,2,1.0,1,1,0,0,0,0,4,5,30.3978,-87.2507,9,1
3417,364,995,4,1145,2,2.0,1,1,0,0,0,0,4,1,36.196,-95.7269,36,1
3418,64,950,3,820,1,1.0,0,1,1,0,0,0,0,0,38.8345,-104.844,5,1
3419,144,1559,0,1240,2,2.0,1,1,1,0,0,0,5,0,32.2697,-80.9225,40,0
3420,379,1213,6,1139,5,2.5,1,0,1,0,0,0,0,0,42.6461,-91.8161,12,1
3421,192,1230,0,1025,1,1.0,1,1,0,0,0,0,5,3,40.8499,-96.6054,29,0
3422,372,650,11,1100,3,2.5,0,0,0,0,0,0,4,5,31.0376,-83.0822,10,1
3423,378,2090,0,600,1,1.0,1,1,0,0,0,1,1,0,38.9065,-77.0464,7,0
3424,352,750,10,880,2,1.0,0,0,0,0,0,0,4,5,43.4407,-76.545,34,1
3425,9,1200,6,0,1,1.5,1,1,0,0,0,1,5,5,42.2403,-83.7035,22,1
3426,127,850,6,1100,3,1.0,0,0,0,0,0,0,4,3,40.9077,-98.3637,29,1
3427,221,900,0,1000,2,2.0,1,1,0,0,0,0,4,2,32.7119,-92.0981,18,1
3428,268,920,0,428,1,1.0,1,1,0,0,0,0,2,0,33.4511,-111.972,3,1
3429,230,1300,0,1100,2,1.0,0,0,0,0,0,0,5,5,43.0003,-71.4596,30,0
3430,175,795,0,900,2,1.0,1,1,1,0,0,0,1,5,41.3593,-88.8364,14,1
3431,201,2180,0,1474,4,2.0,0,0,0,0,0,0,5,0,43.0671,-89.3888,48,0
3432,145,1250,11,2051,3,2.5,1,1,1,0,0,0,0,0,43.0214,-85.6346,22,0
3433,100,1307,0,1152,2,1.5,0,0,1,0,0,0,1,0,44.048,-123.084,37,0
3434,270,800,6,1100,2,3.0,0,0,1,0,0,0,4,6,39.8917,-80.1795,38,1
3435,196,1900,0,550,1,1.0,1,1,0,0,0,0,5,6,34.0845,-118.262,4,0
3436,96,880,0,1500,3,2.5,0,0,1,0,1,0,0,0,31.8491,-106.455,43,1
3437,42,835,0,850,2,1.0,0,0,0,0,0,0,4,5,43.0152,-78.8216,34,1
3438,154,1450,0,680,1,1.0,0,0,1,0,0,0,2,2,33.5049,-117.145,4,0
3439,143,2300,6,1200,2,1.0,0,0,1,0,0,0,5,2,39.4269,-107.151,5,0
3440,311,1181,0,223,0,1.0,1,1,0,0,0,0,1,1,47.6903,-122.307,47,1
3441,158,1415,11,1536,4,2.5,1,1,1,0,0,0,5,1,30.2317,-81.9282,9,0
3442,190,798,0,850,1,1.0,1,1,1,0,0,0,4,5,37.9642,-84.4854,17,1
3443,36,1425,0,780,1,1.0,1,1,1,0,0,0,5,0,39.9756,-105.088,5,0
3444,374,1600,4,1550,3,2.0,1,1,1,0,0,0,5,3,44.3845,-72.9377,46,0
3445,206,950,6,1382,4,1.0,0,0,1,0,0,0,4,3,43.0385,-93.4282,12,1
3446,56,1250,0,650,1,1.0,1,0,1,0,0,0,5,6,41.8269,-87.6412,14,0
3447,147,870,0,965,2,1.0,1,1,1,0,0,0,2,5,29.9035,-95.3495,43,1
3448,165,1231,0,914,1,1.0,1,1,0,0,0,0,5,1,39.2671,-94.6575,16,0
3449,100,1450,4,1335,3,2.0,1,0,0,0,0,0,1,1,44.0826,-123.091,37,0
3450,306,1650,6,840,2,1.0,1,1,1,0,0,0,5,2,34.9499,-120.443,4,0
3451,108,970,0,950,2,1.0,1,1,1,1,0,0,4,5,42.8131,-83.7106,22,1
3452,232,1750,6,1175,2,2.0,1,1,0,0,0,0,5,6,29.9308,-90.094,18,0
3453,59,1200,0,990,2,1.0,1,1,0,0,0,0,0,6,39.1147,-84.4933,35,1
3454,337,995,4,1025,2,1.0,0,0,0,0,1,0,4,5,41.8325,-86.4273,22,1
3455,229,2240,0,978,2,2.0,1,1,0,1,0,0,5,1,36.1409,-86.7931,42,0
3456,386,820,0,900,2,1.0,1,1,1,0,0,0,2,5,38.8336,-76.8777,20,1
3457,304,2625,0,678,1,1.0,1,1,0,0,1,0,5,2,34.4321,-119.873,4,0
3458,387,1300,0,1000,2,1.0,0,0,0,0,0,0,1,0,42.3191,-72.6318,19,0
3459,289,650,0,625,1,1.0,1,1,1,0,0,0,1,5,43.2168,-77.9569,34,1
3460,363,1576,0,1503,2,2.0,1,1,1,0,0,0,0,0,32.3566,-111.033,3,0
3461,4,1250,4,1600,2,1.0,1,0,0,0,0,0,5,2,35.0808,-106.627,32,0
3462,360,490,0,500,1,1.0,0,0,1,0,0,0,1,5,39.0452,-95.6856,16,1
3463,32,1200,2,1803,5,2.5,1,1,1,0,0,0,0,0,40.6255,-89.4642,14,1
3464,299,1100,6,1100,3,2.0,1,1,0,0,0,0,4,1,29.5182,-98.3627,43,1
3465,398,1195,0,1200,2,2.0,1,1,0,0,0,0,5,5,39.8815,-76.7957,38,1
3466,273,899,0,960,2,1.0,1,1,0,0,0,1,1,5,42.8519,-82.4768,22,1
3467,135,825,0,1000,2,1.0,0,0,0,0,0,0,3,6,40.2661,-76.8592,38,1
3468,55,1190,6,1757,3,1.5,1,1,1,0,0,0,0,0,41.8629,-79.3202,34,1
3469,10,1469,0,827,1,1.0,1,1,1,0,0,0,5,5,39.1218,-76.5912,20,0
3470,139,2000,3,650,1,1.0,0,0,1,0,0,0,2,5,19.4273,-155.913,11,0
3471,59,1395,6,1985,4,2.0,1,1,1,0,0,0,4,6,39.1856,-84.4065,35,0
3472,232,750,0,500,1,1.0,0,0,0,0,0,0,3,6,29.9326,-90.1328,18,1
3473,238,2400,0,750,2,1.0,1,1,1,0,0,0,3,6,40.742,-74.0392,31,0
3474,148,950,0,650,0,1.0,0,0,1,0,0,0,2,5,41.7887,-73.9063,34,1
3475,18,900,6,2218,3,1.5,1,1,1,0,0,0,0,0,30.4011,-98.0563,43,1
3476,373,1995,2,1120,2,2.0,1,1,0,0,0,0,5,5,34.3065,-119.283,4,0
3477,216,2295,4,2500,2,1.5,1,1,0,0,0,0,2,3,44.9629,-93.3107,23,0
3478,324,1025,0,900,2,1.0,1,1,1,0,0,0,3,5,39.8312,-75.2242,31,1
3479,126,985,0,1060,2,2.0,0,1,0,0,0,0,4,3,47.9143,-97.0764,28,1
3480,310,675,0,900,1,1.0,0,0,1,0,0,0,5,6,41.3869,-75.6187,38,1
3481,148,1200,0,800,0,1.0,0,0,0,0,0,0,1,5,41.3753,-73.9632,34,1
3482,347,915,0,750,1,1.0,0,0,1,0,0,1,1,5,40.7846,-77.8535,38,1
3483,154,1900,6,2602,5,3.0,0,0,0,0,0,0,4,1,34.4023,-117.371,4,0
3484,208,625,0,450,1,1.0,0,0,0,0,0,0,4,5,26.1028,-98.2536,43,1
3485,285,1150,0,850,2,1.0,0,0,1,0,0,0,2,5,39.5213,-119.8,4,1
3486,128,2500,4,1850,3,2.0,0,0,0,0,0,0,5,1,27.0003,-82.3613,22,0
3487,395,1800,0,1400,3,1.5,1,0,0,0,0,0,5,1,42.265,-71.7776,19,0
3488,311,1200,2,700,1,1.0,0,0,0,0,0,0,5,5,47.691,-122.309,47,1
3489,259,2300,6,2186,3,2.5,0,0,1,0,0,0,5,3,28.4598,-81.6369,9,0
3490,8,1200,4,1500,3,2.0,0,0,1,0,0,0,4,1,61.5252,-149.511,0,1
3491,198,1125,11,1818,3,2.5,1,1,1,0,0,0,4,1,33.538,-101.888,43,1
3492,196,2100,0,670,1,1.0,1,1,0,0,0,0,5,0,33.7681,-118.189,4,0
3493,196,1675,0,1,1,1.0,1,1,1,0,1,0,1,3,34.0942,-118.118,4,0
3494,197,625,0,650,1,1.0,0,0,1,0,0,0,0,5,38.1966,-85.7668,17,1
3495,327,1150,0,550,1,1.0,1,1,0,0,0,0,5,5,58.3231,-134.481,0,1
3496,186,830,0,830,1,1.0,1,1,0,0,0,0,5,5,38.9769,-95.2546,16,1
3497,108,1125,2,1638,5,1.5,1,1,1,0,0,0,0,0,42.8718,-84.3557,22,1
3498,196,2300,0,1073,2,2.0,0,0,1,0,0,0,1,0,33.8364,-118.376,4,0
3499,160,1400,0,600,2,1.0,0,0,1,0,0,0,3,5,39.946,-74.0704,31,0
3500,211,1275,6,1993,4,1.5,1,1,1,0,0,0,0,0,35.1602,-90.182,42,0
3501,137,1250,11,1086,2,1.5,1,1,0,0,0,0,4,5,41.5104,-72.7923,6,0
3502,154,1373,0,601,1,1.0,1,1,0,0,0,0,5,2,33.893,-117.57,4,0
3503,216,1565,0,1100,2,2.0,1,1,1,0,0,0,5,1,44.884,-93.4152,23,0
3504,119,0,0,800,2,1.0,0,0,0,0,0,0,2,2,36.7584,-119.738,4,1
3505,35,1100,0,550,0,1.0,0,0,0,0,0,0,0,6,42.6028,-71.2232,19,1
3506,201,750,6,1287,3,2.0,1,1,1,0,0,0,1,0,42.5292,-89.0137,48,1
3507,281,1111,0,836,1,1.0,1,1,0,0,0,0,5,5,35.9484,-78.5184,27,1
3508,285,1400,0,850,2,1.0,0,0,1,0,0,0,2,5,39.1806,-120.145,4,0
3509,401,730,0,845,2,1.0,0,0,1,0,0,0,2,2,32.6868,-114.65,3,1
3510,80,2478,0,1277,3,2.0,1,1,0,0,0,0,5,3,39.5629,-104.868,5,0
3511,299,860,0,805,2,1.0,1,1,1,0,0,0,4,0,29.5056,-98.5579,43,1
3512,196,2295,0,580,1,1.0,1,1,1,0,1,0,1,5,34.1529,-118.431,4,0
3513,181,2300,6,2800,4,2.5,1,1,0,0,0,0,2,1,39.9403,-76.3575,38,0
3514,289,935,0,750,1,1.0,1,1,1,0,0,0,1,5,43.1988,-77.7896,34,1
3515,370,790,0,850,2,1.0,1,1,0,0,0,0,1,5,47.0845,-88.588,22,1
3516,293,2320,0,2377,4,3.0,1,1,1,0,0,0,1,1,38.6815,-121.377,4,0
3517,262,1150,0,476,0,1.0,1,1,1,0,0,0,2,0,33.8195,-116.528,4,1
3518,56,930,0,700,0,1.0,1,1,1,0,0,0,5,6,42.0151,-87.6686,14,1
3519,11,675,0,900,2,1.0,1,1,1,0,0,0,4,5,43.4972,-88.5665,48,1
3520,246,1025,6,1910,3,1.5,1,1,1,0,0,0,0,0,34.7873,-85.0578,10,1
3521,332,435,0,1047,2,2.0,0,0,1,0,0,0,2,2,36.7031,-97.0784,16,1
3522,203,595,0,645,1,1.0,1,1,0,0,0,0,5,5,39.3192,-96.4051,16,1
3523,264,750,6,1500,3,2.0,1,0,0,0,0,0,2,2,39.5085,-81.6632,35,1
3524,196,1705,0,677,1,1.0,1,1,1,0,0,0,2,0,34.2285,-118.591,4,0
3525,252,1150,11,1600,3,2.5,1,1,0,0,0,0,5,0,30.7341,-86.5482,9,1
3526,195,1675,0,575,1,1.0,1,1,1,0,0,0,2,5,40.7654,-73.1009,34,0
